"","Award.Year","Winner.Id","Full.Name","Field","Prize","Prize.Amount","Prize.Amount.Adjusted","Prize.Share","Motivation","Date.Awarded","DOB","age"
"932","2014","914","Malala Yousafzai","Peace","The Nobel Peace Prize",8000000,8531844,"1/2","for their struggle against the suppression of children and young people and for the right of all children to education","2014-10-10","1997-07-12",0
"933","2014","906","Isamu Akasaki","Physics","The Nobel Prize in Physics",8000000,8531844,"1/3","for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources","2014-10-07","1929-01-30",0
"934","2014","907","Hiroshi Amano","Physics","The Nobel Prize in Physics",8000000,8531844,"1/3","for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources","2014-10-07","1960-09-11",0
"935","2014","908","Shuji Nakamura","Physics","The Nobel Prize in Physics",8000000,8531844,"1/3","for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources","2014-10-07","1954-05-22",0
"936","2014","903","John O'Keefe","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",8000000,8531844,"1/2","for their discoveries of cells that constitute a positioning system in the brain",NA,"1939-11-18",0
"937","2014","904","May-Britt Moser","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",8000000,8531844,"1/4","for their discoveries of cells that constitute a positioning system in the brain",NA,"1963-01-04",0
"938","2014","905","Edvard I. Moser","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",8000000,8531844,"1/4","for their discoveries of cells that constitute a positioning system in the brain",NA,"1962-04-27",0
"939","2015","921","Tomas Lindahl","Chemistry","The Nobel Prize in Chemistry",8000000,8536613,"1/3","for mechanistic studies of DNA repair","2015-10-07","1938-01-28",0
"940","2015","922","Paul Modrich","Chemistry","The Nobel Prize in Chemistry",8000000,8536613,"1/3","for mechanistic studies of DNA repair","2015-10-07","1946-06-13",0
"941","2015","923","Aziz Sancar","Chemistry","The Nobel Prize in Chemistry",8000000,8536613,"1/3","for mechanistic studies of DNA repair","2015-10-07","1946-09-08",0
"942","2015","926","Angus Deaton","Economic Sciences","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel",8000000,8536613,"1","for his analysis of consumption, poverty, and welfare","2015-10-12","1945-10-19",0
"943","2015","924","Svetlana Alexievich","Literature","The Nobel Prize in Literature",8000000,8536613,"1","for her polyphonic writings, a monument to suffering and courage in our time","2015-10-08","1948-05-31",0
"944","2015","925",NA,"Peace","The Nobel Peace Prize",8000000,8536613,"1","for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011","2015-10-09",NA,0
"945","2015","919","Takaaki Kajita","Physics","The Nobel Prize in Physics",8000000,8536613,"1/2","for the discovery of neutrino oscillations, which shows that neutrinos have mass","2015-10-06","1959-03-09",0
"946","2015","920","Arthur B. McDonald","Physics","The Nobel Prize in Physics",8000000,8536613,"1/2","for the discovery of neutrino oscillations, which shows that neutrinos have mass","2015-10-06","1943-08-29",0
"947","2015","916","William C. Campbell","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",8000000,8536613,"1/4","for their discoveries concerning a novel therapy against infections caused by roundworm parasites",NA,"1930-06-28",0
"948","2015","917","Satoshi Ōmura","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",8000000,8536613,"1/4","for their discoveries concerning a novel therapy against infections caused by roundworm parasites",NA,"1935-07-12",0
"949","2015","918","Tu Youyou","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",8000000,8536613,"1/2","for her discoveries concerning a novel therapy against Malaria",NA,"1930-12-30",0
"950","2016","931","Jean-Pierre Sauvage","Chemistry","The Nobel Prize in Chemistry",8000000,8451577,"1/3","for the design and synthesis of molecular machines","2016-10-05","1944-10-21",0
"951","2016","932","Sir J. Fraser Stoddart","Chemistry","The Nobel Prize in Chemistry",8000000,8451577,"1/3","for the design and synthesis of molecular machines","2016-10-05","1942-05-24",0
"952","2016","933","Bernard L. Feringa","Chemistry","The Nobel Prize in Chemistry",8000000,8451577,"1/3","for the design and synthesis of molecular machines","2016-10-05","1951-05-18",0
"953","2016","935","Oliver Hart","Economic Sciences","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel",8000000,8451577,"1/2","for their contributions to contract theory","2016-10-10","1948-10-09",0
"954","2016","936","Bengt Holmström","Economic Sciences","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel",8000000,8451577,"1/2","for their contributions to contract theory","2016-10-10","1949-04-18",0
"955","2016","937","Bob Dylan","Literature","The Nobel Prize in Literature",8000000,8451577,"1","for having created new poetic expressions within the great American song tradition","2016-10-13","1941-05-24",0
"956","2016","934","Juan Manuel Santos","Peace","The Nobel Peace Prize",8000000,8451577,"1","for his resolute efforts to bring the country's more than 50-year-long civil war to an end","2016-10-07","1951-08-10",0
"957","2016","928","David J. Thouless","Physics","The Nobel Prize in Physics",8000000,8451577,"1/2","for theoretical discoveries of topological phase transitions and topological phases of matter","2016-10-04","1934-09-21",0
"958","2016","929","F. Duncan M. Haldane","Physics","The Nobel Prize in Physics",8000000,8451577,"1/4","for theoretical discoveries of topological phase transitions and topological phases of matter","2016-10-04","1951-09-14",0
"959","2016","930","J. Michael Kosterlitz","Physics","The Nobel Prize in Physics",8000000,8451577,"1/4","for theoretical discoveries of topological phase transitions and topological phases of matter","2016-10-04","1943-06-22",0
"960","2016","927","Yoshinori Ohsumi","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",8000000,8451577,"1","for his discoveries of mechanisms for autophagy",NA,"1945-02-09",0
"961","2017","944","Jacques Dubochet","Chemistry","The Nobel Prize in Chemistry",9000000,9342577,"1/3","for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution","2017-10-04","1942-06-08",0
"962","2017","945","Joachim Frank","Chemistry","The Nobel Prize in Chemistry",9000000,9342577,"1/3","for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution","2017-10-04","1940-09-12",0
"963","2017","946","Richard Henderson","Chemistry","The Nobel Prize in Chemistry",9000000,9342577,"1/3","for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution","2017-10-04","1945-07-19",0
"964","2017","949","Richard H. Thaler","Economic Sciences","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel",9000000,9342577,"1","for his contributions to behavioural economics","2017-10-09","1945-09-12",0
"965","2017","947","Kazuo Ishiguro","Literature","The Nobel Prize in Literature",9000000,9342577,"1","who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world","2017-10-05","1954-11-08",0
"966","2017","948",NA,"Peace","The Nobel Peace Prize",9000000,9342577,"1","for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons","2017-10-06",NA,0
"967","2017","941","Rainer Weiss","Physics","The Nobel Prize in Physics",9000000,9342577,"1/2","for decisive contributions to the LIGO detector and the observation of gravitational waves","2017-10-03","1932-09-29",0
"968","2017","942","Barry C. Barish","Physics","The Nobel Prize in Physics",9000000,9342577,"1/4","for decisive contributions to the LIGO detector and the observation of gravitational waves","2017-10-03","1936-01-27",0
"969","2017","943","Kip S. Thorne","Physics","The Nobel Prize in Physics",9000000,9342577,"1/4","for decisive contributions to the LIGO detector and the observation of gravitational waves","2017-10-03","1940-06-01",0
"970","2017","938","Jeffrey C. Hall","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",9000000,9342577,"1/3","for their discoveries of molecular mechanisms controlling the circadian rhythm",NA,"1945-05-03",0
"971","2017","939","Michael Rosbash","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",9000000,9342577,"1/3","for their discoveries of molecular mechanisms controlling the circadian rhythm",NA,"1944-03-07",0
"972","2017","940","Michael W. Young","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",9000000,9342577,"1/3","for their discoveries of molecular mechanisms controlling the circadian rhythm",NA,"1949-03-28",0
"973","2018","963","Frances H. Arnold","Chemistry","The Nobel Prize in Chemistry",9000000,9163200,"1/2","for the directed evolution of enzymes","2018-10-03","1956-07-25",0
"974","2018","964","George P. Smith","Chemistry","The Nobel Prize in Chemistry",9000000,9163200,"1/4","for the phage display of peptides and antibodies","2018-10-03","1941-03-10",0
"975","2018","965","Sir Gregory P. Winter","Chemistry","The Nobel Prize in Chemistry",9000000,9163200,"1/4","for the phage display of peptides and antibodies","2018-10-03","1951-04-14",0
"976","2018","968","William D. Nordhaus","Economic Sciences","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel",9000000,9163200,"1/2","for integrating climate change into long-run macroeconomic analysis",NA,"1941-05-31",0
"977","2018","969","Paul M. Romer","Economic Sciences","The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel",9000000,9163200,"1/2","for integrating technological innovations into long-run macroeconomic analysis",NA,"1955-00-00",0
"978","2018","979","Olga Tokarczuk","Literature","The Nobel Prize in Literature",9000000,9000000,"1","for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life","2019-10-10","1962-01-29",0
"979","2018","966","Denis Mukwege","Peace","The Nobel Peace Prize",9000000,9163200,"1/2","for their efforts to end the use of sexual violence as a weapon of war and armed conflict","2018-10-05","1955-03-01",0
"980","2018","967","Nadia Murad","Peace","The Nobel Peace Prize",9000000,9163200,"1/2","for their efforts to end the use of sexual violence as a weapon of war and armed conflict","2018-10-05","1993-00-00",0
"981","2018","960","Arthur Ashkin","Physics","The Nobel Prize in Physics",9000000,9163200,"1/2","for the optical tweezers and their application to biological systems","2018-10-02","1922-09-02",0
"982","2018","961","Gérard Mourou","Physics","The Nobel Prize in Physics",9000000,9163200,"1/4","for their method of generating high-intensity, ultra-short optical pulses","2018-10-02","1944-06-22",0
"983","2018","962","Donna Strickland","Physics","The Nobel Prize in Physics",9000000,9163200,"1/4","for their method of generating high-intensity, ultra-short optical pulses","2018-10-02","1959-05-27",0
"984","2018","958","James P. Allison","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",9000000,9163200,"1/2","for their discovery of cancer therapy by inhibition of negative immune regulation",NA,"1948-08-07",0
"985","2018","959","Tasuku Honjo","Physiology or Medicine","The Nobel Prize in Physiology or Medicine",9000000,9163200,"1/2","for their discovery of cancer therapy by inhibition of negative immune regulation",NA,"1942-01-27",0
